Id,SalePrice
1461,128336.5
1462,155549.5
1463,183527.6
1464,186068.5
1465,197865.41
1466,183693.14
1467,167605.21
1468,177032.02
1469,181390.9
1470,121723.86
1471,202875.18
1472,95048.0
1473,98587.5
1474,152303.5
1475,145105.6
1476,374576.93
1477,251571.5
1478,310706.38
1479,249456.04
1480,452750.28
1481,302507.18
1482,208350.77
1483,177282.36
1484,178085.98
1485,171590.73
1486,201460.65
1487,324195.44
1488,240020.47
1489,213150.68
1490,197830.31
1491,191168.3
1492,102460.18
1493,168415.34
1494,300018.55
1495,304031.61
1496,232529.78
1497,193739.96
1498,154942.57
1499,154690.06
1500,151663.53
1501,173718.33
1502,170373.46
1503,304489.68
1504,227066.91
1505,211256.5
1506,187878.88
1507,222784.0
1508,195159.14
1509,161169.0
1510,152430.8
1511,154191.5
1512,168762.0
1513,146820.59
1514,166629.24
1515,181552.88
1516,158796.5
1517,156716.5
1518,131349.84
1519,225818.57
1520,139246.0
1521,146989.5
1522,164358.22
1523,114644.86
1524,125198.08
1525,125933.15
1526,132234.0
1527,104345.26
1528,129344.0
1529,142796.25
1530,168605.37
1531,125348.24
1532,105515.83
1533,155085.62
1534,114454.13
1535,164581.5
1536,118117.19
1537,73370.44
1538,183188.84
1539,246817.7
1540,115150.98
1541,149677.93
1542,144924.34
1543,224105.3
1544,80649.47
1545,102318.0
1546,122821.0
1547,139179.21
1548,136690.93
1549,115857.54
1550,140604.38
1551,115570.0
1552,147472.38
1553,142000.19
1554,115011.11
1555,171451.24
1556,102000.45
1557,129565.11
1558,94035.93
1559,117954.05
1560,157630.9
1561,157445.5
1562,125695.24
1563,122935.43
1564,163672.13
1565,152321.37
1566,210592.9
1567,79535.11
1568,222321.5
1569,142905.32
1570,127282.43
1571,132771.02
1572,148410.0
1573,241069.55
1574,124290.64
1575,210115.99
1576,210074.5
1577,205612.3
1578,153660.49
1579,140620.4
1580,192198.7
1581,142484.75
1582,128116.1
1583,332087.74
1584,238234.79
1585,140703.0
1586,76685.61
1587,105315.93
1588,152734.24
1589,98554.22
1590,131197.3
1591,108842.58
1592,125665.13
1593,119440.46
1594,137801.32
1595,126889.34
1596,233778.0
1597,161239.16
1598,179883.4
1599,217242.79
1600,193285.0
1601,78339.11
1602,114605.86
1603,99330.93
1604,273316.78
1605,246683.3
1606,166297.82
1607,164162.5
1608,216888.05
1609,201074.28
1610,161414.77
1611,152712.08
1612,156348.46
1613,168054.68
1614,123814.7
1615,88993.71
1616,82488.64
1617,88881.71
1618,127892.0
1619,133515.58
1620,153953.78
1621,138584.42
1622,152589.68
1623,294052.63
1624,213912.49
1625,133135.58
1626,170412.0
1627,186837.5
1628,284441.04
1629,174764.05
1630,351672.71
1631,225272.34
1632,243883.23
1633,167294.56
1634,182812.0
1635,179977.97
1636,163260.29
1637,174289.9
1638,215844.02
1639,178421.5
1640,250564.79
1641,182555.0
1642,222620.99
1643,221804.06
1644,219559.29
1645,178488.7
1646,155707.37
1647,162175.61
1648,141837.6
1649,140854.0
1650,123217.89
1651,123397.82
1652,92217.0
1653,98624.83
1654,155995.75
1655,158867.25
1656,150563.0
1657,153635.75
1658,151521.0
1659,147015.4
1660,148007.5
1661,438868.0
1662,389246.17
1663,377412.82
1664,448744.13
1665,312150.63
1666,332440.06
1667,349729.48
1668,327885.01
1669,305448.35
1670,333431.0
1671,262166.62
1672,478275.5
1673,308209.65
1674,248980.39
1675,190461.68
1676,192010.3
1677,211661.86
1678,462471.62
1679,381973.52
1680,325758.79
1681,262032.12
1682,305053.07
1683,184912.65
1684,171093.89
1685,175132.49
1686,168606.99
1687,167503.74
1688,185767.65
1689,187236.0
1690,183896.69
1691,175213.17
1692,267061.78
1693,170991.58
1694,185303.9
1695,170380.25
1696,263817.88
1697,172797.9
1698,349684.61
1699,326875.32
1700,245812.72
1701,264338.94
1702,253070.47
1703,252801.15
1704,295739.73
1705,235928.63
1706,425669.72
1707,219728.47
1708,218494.52
1709,283969.53
1710,225258.98
1711,260580.43
1712,244839.89
1713,248124.53
1714,222912.1
1715,203261.0
1716,174465.53
1717,163489.07
1718,138188.35
1719,205048.75
1720,244065.37
1721,167355.38
1722,124677.8
1723,153920.71
1724,215372.97
1725,232168.25
1726,185289.87
1727,174132.78
1728,188840.5
1729,165245.97
1730,156702.36
1731,119841.24
1732,135418.86
1733,126445.08
1734,134067.5
1735,132398.0
1736,115059.99
1737,364297.87
1738,221020.48
1739,270729.87
1740,190586.23
1741,180656.19
1742,172525.83
1743,175195.35
1744,321191.25
1745,244973.81
1746,268767.97
1747,220190.79
1748,204244.9
1749,161625.9
1750,150566.0
1751,229774.22
1752,123898.08
1753,145719.41
1754,228490.57
1755,168304.0
1756,123855.76
1757,119435.98
1758,147503.5
1759,164318.5
1760,160342.37
1761,153413.84
1762,168912.01
1763,168969.2
1764,116563.66
1765,175690.64
1766,165972.5
1767,209240.0
1768,140054.0
1769,161564.16
1770,140528.0
1771,141679.0
1772,143642.65
1773,146003.87
1774,132600.14
1775,134078.68
1776,120568.55
1777,118923.5
1778,131035.59
1779,117785.85
1780,175350.15
1781,133529.75
1782,93846.8
1783,130239.5
1784,93859.52
1785,116294.15
1786,147351.38
1787,168606.92
1788,60080.48
1789,99312.94
1790,87432.41
1791,170409.12
1792,153178.75
1793,137329.5
1794,142608.76
1795,139302.75
1796,118441.2
1797,118389.42
1798,127364.5
1799,117324.66
1800,126270.5
1801,131413.25
1802,156213.71
1803,155569.05
1804,142222.2
1805,134939.0
1806,115481.96
1807,145198.24
1808,118791.58
1809,126381.68
1810,140839.42
1811,115371.83
1812,116656.0
1813,121880.58
1814,106684.35
1815,58142.65
1816,104533.21
1817,125692.28
1818,131941.49
1819,117730.4
1820,85071.5
1821,120363.37
1822,150505.76
1823,60387.44
1824,134761.75
1825,137001.12
1826,103543.76
1827,108864.4
1828,134700.37
1829,111820.54
1830,147200.64
1831,166951.3
1832,115574.25
1833,149347.0
1834,139566.06
1835,176476.87
1836,127842.0
1837,104556.31
1838,134936.42
1839,85672.61
1840,164836.67
1841,149996.53
1842,91210.69
1843,144704.25
1844,138875.8
1845,137733.57
1846,151724.0
1847,149919.18
1848,64997.22
1849,121526.84
1850,129792.83
1851,150083.34
1852,127510.5
1853,133488.65
1854,175049.5
1855,145118.32
1856,227054.59
1857,152933.6
1858,141262.76
1859,121296.02
1860,154442.87
1861,121700.72
1862,264582.13
1863,261794.27
1864,261794.27
1865,328493.0
1866,325502.08
1867,241036.88
1868,303524.44
1869,192844.72
1870,249955.33
1871,252218.13
1872,169825.33
1873,226480.82
1874,139181.0
1875,208875.66
1876,193191.4
1877,208574.75
1878,212782.11
1879,134109.0
1880,138682.5
1881,235831.49
1882,261243.81
1883,198941.0
1884,217568.09
1885,255648.6
1886,292997.38
1887,201826.28
1888,280205.98
1889,163333.05
1890,137116.33
1891,142005.33
1892,111174.0
1893,141037.66
1894,129910.65
1895,147786.84
1896,125439.5
1897,121730.93
1898,106848.08
1899,129052.92
1900,144276.55
1901,163400.74
1902,134750.27
1903,218500.4
1904,137704.58
1905,178901.35
1906,150669.0
1907,204595.24
1908,116853.5
1909,134054.36
1910,125603.83
1911,195665.02
1912,260533.12
1913,145440.85
1914,72606.41
1915,336977.47
1916,69111.31
1917,260623.73
1918,136098.5
1919,158100.97
1920,157565.89
1921,403970.12
1922,328872.6
1923,208211.4
1924,239980.84
1925,223681.78
1926,379442.77
1927,142142.0
1928,158375.0
1929,126224.05
1930,125733.97
1931,140013.8
1932,137440.27
1933,171788.93
1934,181592.72
1935,173803.94
1936,191564.9
1937,182220.85
1938,171719.96
1939,245573.2
1940,198427.7
1941,177321.37
1942,192873.35
1943,195982.55
1944,326577.47
1945,369989.47
1946,165928.68
1947,313959.67
1948,174544.94
1949,247839.14
1950,183474.85
1951,264386.49
1952,240058.17
1953,163318.83
1954,210873.0
1955,128401.15
1956,271908.48
1957,162603.9
1958,313485.46
1959,143728.39
1960,115856.58
1961,119224.09
1962,94695.5
1963,104148.5
1964,111770.37
1965,152325.58
1966,154952.15
1967,289539.36
1968,396657.08
1969,385724.46
1970,426652.21
1971,404403.82
1972,352408.44
1973,265396.04
1974,313997.32
1975,455204.87
1976,271200.57
1977,357703.16
1978,349276.66
1979,330399.51
1980,192266.25
1981,339628.27
1982,236501.18
1983,225956.21
1984,168116.5
1985,211629.7
1986,209483.83
1987,184626.04
1988,179053.87
1989,187635.4
1990,221034.74
1991,216629.13
1992,215932.2
1993,173880.87
1994,239384.02
1995,182729.66
1996,255574.0
1997,327423.24
1998,353057.59
1999,254255.57
2000,307002.21
2001,266409.76
2002,236094.78
2003,251291.79
2004,259266.79
2005,227689.4
2006,221493.38
2007,252704.45
2008,212057.54
2009,190061.0
2010,188411.85
2011,142984.11
2012,180049.14
2013,179815.5
2014,190462.9
2015,192438.4
2016,193189.5
2017,209730.0
2018,123498.58
2019,135552.7
2020,121149.69
2021,117594.91
2022,176444.5
2023,153426.43
2024,214521.78
2025,357946.71
2026,186750.44
2027,146033.5
2028,153464.51
2029,169746.72
2030,290152.51
2031,262349.21
2032,281185.26
2033,277421.05
2034,164571.06
2035,206548.19
2036,187708.0
2037,199624.17
2038,315862.17
2039,205061.0
2040,399607.12
2041,278486.14
2042,206433.82
2043,165950.0
2044,172700.09
2045,232726.5
2046,136499.16
2047,153446.87
2048,133252.33
2049,135547.25
2050,177947.15
2051,105831.5
2052,137531.0
2053,144336.5
