Id,SalePrice
1461,130051.41051188578
1462,161147.0161011684
1463,189746.74410441666
1464,193829.63029630744
1465,184899.07516699086
1466,171291.91286249028
1467,174418.0086757721
1468,171477.87214116633
1469,179818.12073841074
1470,126222.58050390474
1471,199031.44878975744
1472,96814.07506668146
1473,101148.1607320813
1474,155435.79147427154
1475,132041.28831915313
1476,389018.9697455643
1477,274444.9949771258
1478,293331.9241558367
1479,249162.15677362442
1480,490616.38010502944
1481,327274.98640765215
1482,210532.97029964972
1483,165289.20096328013
1484,164434.5843198756
1485,174562.88514283692
1486,192342.35983526724
1487,338713.29705705296
1488,240193.38673896602
1489,221105.481599419
1490,210484.02196285516
1491,184655.08320927486
1492,85738.06236998516
1493,198430.62238425866
1494,290045.73857996846
1495,293259.57362909225
1496,232087.23878662015
1497,181180.1653089628
1498,162404.69047707188
1499,158646.29674030349
1500,153559.4273416337
1501,181814.00473044394
1502,147398.12537821988
1503,330748.0036790988
1504,240520.53673891726
1505,226219.6975713744
1506,187050.113578876
1507,246709.14513692752
1508,205231.86051693774
1509,163253.90578208896
1510,153430.00516526555
1511,144377.83034092066
1512,168446.8353726934
1513,153791.73088051658
1514,164939.15965058227
1515,194161.19933881916
1516,156351.63845228855
1517,161683.33981617517
1518,133691.11950595977
1519,232096.773218645
1520,136537.8050046179
1521,138392.7302633986
1522,173065.23760687766
1523,113413.2426352907
1524,123835.42389820825
1525,126666.52574624862
1526,118724.72680929268
1527,105367.42939982896
1528,142186.10641385283
1529,148714.41850959355
1530,182958.28478405066
1531,93619.61066287146
1532,97981.79850298153
1533,151970.0826464065
1534,123711.37713403784
1535,158461.17412724387
1536,119886.9585736085
1537,67592.23032015839
1538,170926.34435875824
1539,202259.82533281881
1540,88129.0519251081
1541,149282.24890224272
1542,137878.23808458543
1543,225911.11376708685
1544,70784.37327329328
1545,113727.5563471543
1546,128467.07480417534
1547,143283.7822205744
1548,137772.9908973442
1549,117925.9967344535
1550,142080.9062622485
1551,105681.28178504272
1552,128254.9786229547
1553,157620.81381788687
1554,110567.01267114785
1555,173679.8496730094
1556,71374.97347412223
1557,97486.93055258282
1558,90549.94588652274
1559,81566.20806945224
1560,123075.66847852673
1561,138825.26011977225
1562,123618.65636368112
1563,120469.11415517541
1564,151433.8432698076
1565,142991.07458609348
1566,239385.8771509888
1567,72353.04486621964
1568,220881.49013965775
1569,131663.30198062985
1570,131889.87620137856
1571,119692.08709598224
1572,145067.8051122072
1573,263289.9810946752
1574,105667.81375079614
1575,215213.75963059522
1576,235929.43204955576
1577,202554.02516445404
1578,157556.20741235465
1579,154295.31660155926
1580,189288.92064325724
1581,150629.17474595134
1582,126167.33855769596
1583,324585.76524984447
1584,229594.26080133437
1585,140849.53811901328
1586,69289.19543358874
1587,89750.33853508471
1588,154951.63298419592
1589,99960.68173221328
1590,135860.08067267723
1591,97989.62448683323
1592,124401.93988955174
1593,130263.87694584165
1594,141265.90849804645
1595,112824.12578705641
1596,239485.75797280087
1597,186452.96522728176
1598,213139.9252818209
1599,183474.46569067924
1600,170984.88598290997
1601,58785.82548065684
1602,114876.34183034368
1603,75886.30704323335
1604,277087.94035308046
1605,243387.02567715532
1606,171194.2573329964
1607,187463.26812666602
1608,209017.10977338496
1609,192909.41266786619
1610,163991.14252517145
1611,140698.57212132544
1612,160756.5491276445
1613,159368.53415911007
1614,129499.88742959418
1615,88069.53368148314
1616,67950.72906666594
1617,90589.41478860319
1618,125915.67392939224
1619,143578.56379223627
1620,149764.18758106866
1621,145194.241414569
1622,143915.8104250715
1623,278360.49366111297
1624,212288.73938946423
1625,121821.21309321432
1626,165153.6399603417
1627,188982.98801984978
1628,282336.37059581926
1629,183675.23811170852
1630,379111.0312473085
1631,229571.11185844534
1632,246394.4604760663
1633,169635.33691312256
1634,188986.47527402834
1635,180298.3847026327
1636,152648.39261184505
1637,188102.18939348092
1638,186415.04103025244
1639,180345.58950574129
1640,263943.0907329536
1641,179422.6866224144
1642,222391.40803300732
1643,217951.12935187478
1644,231057.02958864302
1645,192565.96494054695
1646,163079.55624402693
1647,156828.9426292425
1648,130424.29530844146
1649,142695.4568025617
1650,119415.0865252903
1651,118656.88874061021
1652,96302.62329175102
1653,102669.46550268655
1654,149710.99276345383
1655,151545.3055568449
